npaid,smiles
NPA028869,CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CSSC[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2
NPA028870,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC1=O
NPA028871,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CN=C[NH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC1=O
NPA028872,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O
NPA028873,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)CNC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC1=O
NPA028874,CC(C)C[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)CNC1=O)C(=O)N[C@@H](CCS(C)=O)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2
NPA028875,CSCC[C@@H]1NC(=O)[C@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N2
NPA028876,CC(C)C1NC(=O)C(NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)C(CCS(C)=O)NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=C(O)C=C2)NC1=O
NPA028877,CC(=O)OCC1NC(=O)C(CCC2=CC=CC=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCCCNC1=O
NPA028878,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(CCSC)NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(C(C)CC)NC1=O)C(=O)O
NPA028879,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(COC(C)=O)NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(C(C)CC)NC1=O)C(=O)O
NPA028880,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(CCSC)NC(=O)C(CCC2=CC=CC=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(CCSC)NC1=O)C(=O)O
NPA028881,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(COC(C)=O)NC(=O)C(CCC2=CC=CC=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(CCSC)NC1=O)C(=O)O
NPA028882,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028883,CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)[C@@H](C)OC(=O)C[C@@H]2NC(=O)[C@@H]3COC(=O)CC[C@H](NC(=O)[C@H](CC4=C[NH]C5=CC=CC=C45)NC2=O)C(=O)N[C@H](C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCC(=O)NCCCC[C@H](NC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N3
NPA028885,CC[C@H](C)[C@H]1NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](CC2=CC=CC=C2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)C2=CSC1=N2
NPA028887,CCC(C)C1NC(=O)C(NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)NC)NC(=O)C(CCC2=CC=CC=C2)N(C)C1=O
NPA028888,CCC(C)C1NC(=O)C(NC(=O)NC(CC(C)C)C(=O)O)CCCCNC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(N)=O)N(C)C(=O)C(CCC2=CC=CC=C2)N(CC)C1=O
NPA028889,CC(=O)OCC1NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=C(O)C=C2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCCCNC1=O
NPA028890,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(C(C)C)NC1=O)C(=O)O
NPA028891,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC2=CC=C(O)C=C2)N(C)C(=O)C(CCC2=CC=CC=C2)NC(=O)C(CCS(C)=O)NC1=O)C(=O)O
NPA028892,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCCC2=CC=CC=C2)NC1=O
NPA028893,CC(C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)[C@H](CCC2=CC(Cl)=C(O)C=C2)NC(=O)CN(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028894,CC[C@@H](C)C1NC(=O)[C@H](NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)[C@H](CCC2=CC(Cl)=C(O)C=C2)NC(=O)CN(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028895,CC(C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)[C@H](CCC2=CC=C(O)C=C2)NC(=O)CN(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028896,CC(C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CO)N(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028897,CC(C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CO)N(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028898,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CCCCN)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O
NPA028899,CCC(C)[C@@H]1NC(=O)[C@H](NC(=O)N[C@@H](CCCCN)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCCC2=CC=CC=C2)NC1=O
NPA028900,CC[C@@H](C)[C@H](NC(=O)N[C@@H]1CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCCC2=CC=CC=C2)NC(=O)[C@H](C(C)C)NC1=O)C(=O)O
NPA028901,CC[C@@H](C)[C@H](NC(=O)N[C@@H]1CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCC2=CC=CC=C2)NC(=O)[C@H]([C@H](C)CC)NC1=O)C(=O)O
NPA028902,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(=O)N[C@H](C(=O)O)[C@H](C)CC)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCCC2=CC=CC=C2)NC1=O
NPA028903,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(=O)N[C@H](C(=O)O)[C@H](C)CC)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)N(C)C(=O)[C@H](CCCCC2=CC=CC=C2)NC1=O
NPA028904,CC[C@@H](C)C1NC(=O)[C@H](NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)CCCCNC(=O)[C@H](CCC2=CC=CC=C2)NC(=O)CN(C)C(=O)[C@H](CCC2=CC(Cl)=C(O)C=C2)NC1=O
NPA028908,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)/C=C(C)/C=C/[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)C[C@H](C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](C)NC(=O)C(CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)N(C)C(=O)CC[C@H](C(=O)O)NC(=O)[C@H]1C
NPA028909,CCCCCCCC(NC)C(O)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028910,CCCCCCCC(N)C(O)C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O)C(C)O
NPA028911,CCCCCCCC(N)CNC(C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028912,CCCCCCCC(NC)C(O)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028913,CCCCCCCC(N)C(O)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028914,CC(C)CC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)N(C)C(=O)C(NC(=O)C(O)C(N)CCCCCCCCl)C(C)O
NPA028915,CCCCCCCC(N)C(O)C(=O)NC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N1CCCC1C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028916,CCCCCCCC(N)C(O)C(=O)NC(CO)C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028917,CC(C)CC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)N(C)C(=O)C(C)NC(=O)C(O)C(N)CCCCCCCCl
NPA028918,CCCCCCCC(NC)C(O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O
NPA028919,CCCCCCCC(N)C(O)C(=O)NC(CO)C(=O)NC(C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028920,CC(NC(=O)C(O)C(N)CCCCCCCCl)C(=O)NC(C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028921,CC(C)C(NCC(N)CCCCCCCCl)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028922,CC(O)C(NC(=O)C(O)C(N)CCCCCCCCl)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028923,CC(C)CC(C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)N(C)C(=O)C(C)NC(=O)C(O)C(N)CCCCCCCCl
NPA028924,CC(C)CC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)N(C)C(=O)C(NC(=O)C1CCCN1C(=O)C(O)C(N)CCCCCCC(Cl)Cl)C(C)C
NPA028925,CCCCCCCC(N)C(O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028926,NC(CCCCCCCCl)C(O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028927,CC(NC(=O)C(O)C(N)CCCCCCC(Cl)Cl)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028928,CCCCCCCC(NC)C(O)C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028929,CCCCCCCC(NC)C(O)C(=O)NC(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028930,CCCCCCCC(N)C(O)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028931,CC(C)CC(NC(=O)C(NC(=O)C(C)NC(=O)C(O)C(N)CCCCCCCCl)C(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028932,CC(C)CC(NC(=O)C(NC(=O)C(C)NC(=O)C(O)C(N)CCCCCCC(Cl)Cl)C(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028933,CCCCCCCC(NC)C(O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028934,CCCCCCCC(N)C(O)C(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)O)C(C)C
NPA028935,CCCCCCCC(N)C(O)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N(C)C(CC(C)C)C(=O)N1CCCC1C(=O)O
NPA028936,CCCCCCCC(NC)C(O)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028937,CCCCCCCC(N)C(O)C(=O)NC(C)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)N(C)C(CC(C)C)C(=O)O
NPA028938,CCCCCCCC(N)C(O)C(=O)NC(CO)C(=O)N(C)C(CC(C)C)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028939,CC(C)CC(NC(=O)C(O)C(N)CCCCCCCCl)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)O)C(C)C
NPA028940,CC(O)C(NC(=O)C(O)C(N)CCCCCCCCl)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028941,CCCCCCCC(N)C(O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028942,CCCCCCCC(N)C(O)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028943,CC(NC(=O)C(O)C(N)CCCCCCCCl)C(=O)N1CCCC1C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O
NPA028944,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028945,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CC[C@@H](O)C=C2)C(=O)N[C@@H](C(=O)O)CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028946,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C(=O)O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028947,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028948,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CC[C@@H](O)C=C2)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)NCC(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028949,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028950,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CC[C@@H](O)C=C2)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028951,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028952,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028953,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028954,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](C[C@@H](C)CC)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028955,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](C[C@@H](C)CC)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CC)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028956,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028957,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC2=C[NH]C3=CC=CC=C23)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
NPA028958,CC1OC2=NC1C(=O)NCC1=NC(=CS1)C(=O)NC(CCS(C)(=O)=O)C1=NC(CS1)C(=O)NC2CC1=CC=CC=C1
NPA028959,CC(C)CC(NC(=O)C(O)CC1=CC=C(O)C=C1)C(=O)N1C(C(=O)NCCCCN=C(N)N)CC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)CC21
NPA028960,CC(C)CC(NC(=O)C(O)CC1=CC=C(O)C=C1)C(=O)N1C(C(=O)NCCCCN=C(N)N)CC2CCC(OC3OC(CO)C(O)C(O)C3O)CC21
NPA028966,COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)[C@H](C)C(=O)N[C@@H]1CCN(C(N)=O)C1=O)[C@H](O)C(C)C
NPA028980,CC(C)[C@@H](O)C[C@H]1O[C@]1(C)C(=O)[C@@H](C)[C@@H]1CC[C@H](C)[C@H](O)CC(=O)O1
NPA028981,C/C(=C\C[C@H](O)C(C)C)C(=O)[C@@H](C)[C@@H]1CCC(C)[C@H](O)CC(=O)O1
NPA028989,CC(=O)N1CCCC[C@H]1C(=O)NC(C)(C)C(=O)N1CCCC[C@H]1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC[C@H]1C(=O)NC(C)(C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)CN1CCC[N+]2=C1CCC2
NPA028990,CC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(C)=O)C(=O)N[C@@H](CC(C)C)CN1CCC[N+]2=C1CCC2
NPA028991,CC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)[C@](C)(CC)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(C)=O)C(=O)N[C@@H](CC(C)C)CN1CCC[N+]2=C1CCC2
NPA028992,CC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(C)=O)C(=O)N[C@@H](CC(C)C)CN1CCC[N+]2=C1CCC2
NPA028993,CC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)[C@](C)(CC)NC(=O)[C@@H]1CCCCN1C(=O)C(C)(C)NC(=O)[C@@H]1CCCCN1C(C)=O)C(=O)N[C@@H](CC(C)C)CN1CCC[N+]2=C1CCC2
NPA029003,C=C1/C=C/C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)O[C@H]([C@@H](C)CCC)[C@@H](CCO)C(=O)N1
NPA029027,CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N/C=C/C1=C[NH]C2=CC=CC=C12
NPA029033,C/C=C1/CN(C(=O)[C@H](CCCCNC(=N)N)NC(=O)C=C(C)C)C(C(=O)N[C@@H](CC2=C[NH]C3=C2C=CC=C3)C(=O)O)[C@@H]1C
NPA029038,CC[C@@H](C)[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](C)[C@@H](O)C(C)C)[C@H](C)OC(=O)[C@H]2COC(=O)CNC(=O)/C=C\[C@@](O)(CO)[C@H](C)OC3=CC=C(C=C3)[C@@H](NC1=O)C(=O)N(C)[C@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@H](C)O)C(=O)N2
NPA029060,CC(C)C[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C
NPA029061,CC(C)[C@@H]1OC(=O)[C@@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]([C@@H](C)O)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](C(C)C)N(C)C1=O
NPA029062,CC(C)C[C@@H]1C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]([C@@H](C)O)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1C
